NAV,Date
120.7581,03-Jul-23
120.6521,04-Jul-23
121.3495,05-Jul-23
122.107,06-Jul-23
121.7425,07-Jul-23
121.5571,10-Jul-23
122.5134,11-Jul-23
123.2185,12-Jul-23
122.7141,13-Jul-23
123.6655,14-Jul-23
124.6549,17-Jul-23
124.0586,18-Jul-23
125.0259,19-Jul-23
125.2529,20-Jul-23
125.0709,21-Jul-23
125.3154,24-Jul-23
125.5639,25-Jul-23
125.9138,26-Jul-23
125.8473,27-Jul-23
126.3004,28-Jul-23
127.6549,31-Jul-23
127.9481,01-Aug-23
126.5429,02-Aug-23
126.6237,03-Aug-23
127.2392,04-Aug-23
127.5925,07-Aug-23
128.8424,08-Aug-23
129.1393,09-Aug-23
128.8397,10-Aug-23
128.703,11-Aug-23
127.9856,14-Aug-23
127.6251,16-Aug-23
128.2248,17-Aug-23
127.9759,18-Aug-23
128.8331,21-Aug-23
130.0389,22-Aug-23
130.7615,23-Aug-23
130.4795,24-Aug-23
130.3601,25-Aug-23
131.108,28-Aug-23
131.7301,29-Aug-23
132.5529,30-Aug-23
133.7825,31-Aug-23
134.8962,01-Sep-23
136.2079,04-Sep-23
137.2798,05-Sep-23
137.1979,06-Sep-23
137.6034,07-Sep-23
138.5435,08-Sep-23
139.7459,11-Sep-23
134.851,12-Sep-23
136.023,13-Sep-23
137.0399,14-Sep-23
136.9953,15-Sep-23
136.1308,18-Sep-23
135.289,20-Sep-23
134.0122,21-Sep-23
133.8741,22-Sep-23
134.2018,25-Sep-23
134.7757,26-Sep-23
135.4432,27-Sep-23
135.5188,29-Sep-23
136.1616,03-Oct-23
134.8223,04-Oct-23
135.5526,05-Oct-23
136.3257,06-Oct-23
134.4442,09-Oct-23
135.9056,10-Oct-23
136.7425,11-Oct-23
137.3678,12-Oct-23
137.2169,13-Oct-23
137.6497,16-Oct-23
138.2678,17-Oct-23
137.7805,18-Oct-23
137.6961,19-Oct-23
137.0188,20-Oct-23
132.4422,23-Oct-23
131.3288,25-Oct-23
130.9224,26-Oct-23
133.2994,27-Oct-23
133.6865,30-Oct-23
133.7793,31-Oct-23
133.6674,01-Nov-23
134.7993,02-Nov-23
135.9466,03-Nov-23
137.0981,06-Nov-23
137.106,07-Nov-23
137.7303,08-Nov-23
137.5177,09-Nov-23
137.8429,10-Nov-23
139.1326,13-Nov-23
140.3284,15-Nov-23
140.6072,16-Nov-23
141.1381,17-Nov-23
141.7983,20-Nov-23
142.0466,21-Nov-23
142.5233,22-Nov-23
142.6043,23-Nov-23
142.826,24-Nov-23
143.0706,28-Nov-23
143.8786,29-Nov-23
145.0677,30-Nov-23
145.6354,01-Dec-23
147.5261,04-Dec-23
147.7795,05-Dec-23
147.9287,06-Dec-23
147.9904,07-Dec-23
147.2596,08-Dec-23
148.694,11-Dec-23
148.2283,12-Dec-23
149.1483,13-Dec-23
150.1747,14-Dec-23
150.7905,15-Dec-23
151.532,18-Dec-23
151.6282,19-Dec-23
147.9011,20-Dec-23
150.0073,21-Dec-23
151.2134,22-Dec-23
151.7412,26-Dec-23
152.4664,27-Dec-23
152.3802,28-Dec-23
153.36,29-Dec-23
154.114,01-Jan-24
153.7683,02-Jan-24
153.7974,03-Jan-24
154.9956,04-Jan-24
155.5271,05-Jan-24
154.3046,08-Jan-24
154.6437,09-Jan-24
155.0279,10-Jan-24
155.9043,11-Jan-24
156.3207,12-Jan-24
156.9365,15-Jan-24
156.179,16-Jan-24
154.7328,17-Jan-24
154.4545,18-Jan-24
155.9397,19-Jan-24
152.7461,23-Jan-24
154.8485,24-Jan-24
155.2562,25-Jan-24
156.9752,29-Jan-24
156.7187,30-Jan-24
159.0275,31-Jan-24
158.6193,01-Feb-24
159.1873,02-Feb-24
158.9129,05-Feb-24
160.5831,06-Feb-24
160.7976,07-Feb-24
160.381,08-Feb-24
158.8853,09-Feb-24
155.2485,12-Feb-24
155.0865,13-Feb-24
156.1241,14-Feb-24
157.2867,15-Feb-24
158.6344,16-Feb-24
159.3378,19-Feb-24
159.1954,20-Feb-24
158.113,21-Feb-24
158.9194,22-Feb-24
160.0406,23-Feb-24
160.1501,26-Feb-24
159.7161,27-Feb-24
157.7161,28-Feb-24
158.0429,29-Feb-24
159.4298,01-Mar-24
159.9229,04-Mar-24
159.0309,05-Mar-24
156.7795,06-Mar-24
157.877,07-Mar-24
155.8802,11-Mar-24
153.6732,12-Mar-24
147.317,13-Mar-24
150.5607,14-Mar-24
150.7737,15-Mar-24
151.011,18-Mar-24
