"nav","nav_date","fund_name"
"44.4","2020-08-06","Axis Mid Cap"
"44.43","2020-08-07","Axis Mid Cap"
"44.74","2020-08-10","Axis Mid Cap"
"44.51","2020-08-11","Axis Mid Cap"
"44.31","2020-08-12","Axis Mid Cap"
"44.62","2020-08-13","Axis Mid Cap"
"44.39","2020-08-14","Axis Mid Cap"
"44.42","2020-08-17","Axis Mid Cap"
"45.06","2020-08-18","Axis Mid Cap"
"45.3","2020-08-19","Axis Mid Cap"
"45.54","2020-08-20","Axis Mid Cap"
"45.97","2020-08-21","Axis Mid Cap"
"46.25","2020-08-24","Axis Mid Cap"
"46.39","2020-08-25","Axis Mid Cap"
"46.59","2020-08-26","Axis Mid Cap"
"46.44","2020-08-27","Axis Mid Cap"
"46.64","2020-08-28","Axis Mid Cap"
"45.02","2020-08-31","Axis Mid Cap"
"45.31","2020-09-01","Axis Mid Cap"
"45.9","2020-09-02","Axis Mid Cap"
"46.19","2020-09-03","Axis Mid Cap"
"45.64","2020-09-04","Axis Mid Cap"
"45.4","2020-09-07","Axis Mid Cap"
"45.04","2020-09-08","Axis Mid Cap"
"44.8","2020-09-09","Axis Mid Cap"
"45.11","2020-09-10","Axis Mid Cap"
"45.22","2020-09-11","Axis Mid Cap"
"46.35","2020-09-14","Axis Mid Cap"
"46.9","2020-09-15","Axis Mid Cap"
"47.14","2020-09-16","Axis Mid Cap"
"46.97","2020-09-17","Axis Mid Cap"
"46.93","2020-09-18","Axis Mid Cap"
"45.65","2020-09-21","Axis Mid Cap"
"45.35","2020-09-22","Axis Mid Cap"
"45.33","2020-09-23","Axis Mid Cap"
"44.53","2020-09-24","Axis Mid Cap"
"45.2","2020-09-25","Axis Mid Cap"
"46.13","2020-09-28","Axis Mid Cap"
"46.28","2020-09-29","Axis Mid Cap"
"46.64","2020-09-30","Axis Mid Cap"
"46.89","2020-10-01","Axis Mid Cap"
"46.66","2020-10-05","Axis Mid Cap"
"46.85","2020-10-06","Axis Mid Cap"
"46.59","2020-10-07","Axis Mid Cap"
"46.82","2020-10-08","Axis Mid Cap"
"46.73","2020-10-09","Axis Mid Cap"
"46.87","2020-10-12","Axis Mid Cap"
"46.72","2020-10-13","Axis Mid Cap"
"46.78","2020-10-14","Axis Mid Cap"
"46.06","2020-10-15","Axis Mid Cap"
"46.38","2020-10-16","Axis Mid Cap"
"46.42","2020-10-19","Axis Mid Cap"
"46.64","2020-10-20","Axis Mid Cap"
"46.58","2020-10-21","Axis Mid Cap"
"46.84","2020-10-22","Axis Mid Cap"
"47","2020-10-23","Axis Mid Cap"
"46.42","2020-10-26","Axis Mid Cap"
"47.3","2020-10-27","Axis Mid Cap"
"46.97","2020-10-28","Axis Mid Cap"
"46.88","2020-10-29","Axis Mid Cap"
"47.06","2020-10-30","Axis Mid Cap"
"47.3","2020-11-02","Axis Mid Cap"
"47.67","2020-11-03","Axis Mid Cap"
"48.1","2020-11-04","Axis Mid Cap"
"48.72","2020-11-05","Axis Mid Cap"
"48.84","2020-11-06","Axis Mid Cap"
"49.41","2020-11-09","Axis Mid Cap"
"49.07","2020-11-10","Axis Mid Cap"
"49.08","2020-11-11","Axis Mid Cap"
"49.45","2020-11-12","Axis Mid Cap"
"49.73","2020-11-13","Axis Mid Cap"
"50.57","2020-11-17","Axis Mid Cap"
"51.03","2020-11-18","Axis Mid Cap"
"50.75","2020-11-19","Axis Mid Cap"
"51.28","2020-11-20","Axis Mid Cap"
"51.92","2020-11-23","Axis Mid Cap"
"52.25","2020-11-24","Axis Mid Cap"
"51.23","2020-11-25","Axis Mid Cap"
"51.52","2020-11-26","Axis Mid Cap"
"52.49","2020-11-27","Axis Mid Cap"
"52.71","2020-12-01","Axis Mid Cap"
"52.87","2020-12-02","Axis Mid Cap"
"52.81","2020-12-03","Axis Mid Cap"
"53.06","2020-12-04","Axis Mid Cap"
"53.14","2020-12-07","Axis Mid Cap"
"53.08","2020-12-08","Axis Mid Cap"
"53.26","2020-12-09","Axis Mid Cap"
"53.02","2020-12-10","Axis Mid Cap"
"53.1","2020-12-11","Axis Mid Cap"
"53.49","2020-12-14","Axis Mid Cap"
"53.76","2020-12-15","Axis Mid Cap"
"54.11","2020-12-16","Axis Mid Cap"
"53.9","2020-12-17","Axis Mid Cap"
"54.03","2020-12-18","Axis Mid Cap"
"52.43","2020-12-21","Axis Mid Cap"
"52.71","2020-12-22","Axis Mid Cap"
"53.8","2020-12-23","Axis Mid Cap"
"54.23","2020-12-24","Axis Mid Cap"
"54.68","2020-12-28","Axis Mid Cap"
"54.63","2020-12-29","Axis Mid Cap"
"55.03","2020-12-30","Axis Mid Cap"
"55.17","2020-12-31","Axis Mid Cap"
"55.5","2021-01-01","Axis Mid Cap"
"56.26","2021-01-04","Axis Mid Cap"
"56.6","2021-01-05","Axis Mid Cap"
"56.54","2021-01-06","Axis Mid Cap"
"56.7","2021-01-07","Axis Mid Cap"
"57.33","2021-01-08","Axis Mid Cap"
"57.47","2021-01-11","Axis Mid Cap"
"57.23","2021-01-12","Axis Mid Cap"
"56.95","2021-01-13","Axis Mid Cap"
"56.94","2021-01-14","Axis Mid Cap"
"56.2","2021-01-15","Axis Mid Cap"
"55.29","2021-01-18","Axis Mid Cap"
"56.23","2021-01-19","Axis Mid Cap"
"56.81","2021-01-20","Axis Mid Cap"
"56.57","2021-01-21","Axis Mid Cap"
"55.87","2021-01-22","Axis Mid Cap"
"55.45","2021-01-25","Axis Mid Cap"
"54.84","2021-01-27","Axis Mid Cap"
"54.53","2021-01-28","Axis Mid Cap"
"54.06","2021-01-29","Axis Mid Cap"
"55.51","2021-02-01","Axis Mid Cap"
"56.61","2021-02-02","Axis Mid Cap"
"57.6","2021-02-03","Axis Mid Cap"
"58.15","2021-02-04","Axis Mid Cap"
"57.8","2021-02-05","Axis Mid Cap"
"58.68","2021-02-08","Axis Mid Cap"
"58.53","2021-02-09","Axis Mid Cap"
"58.8","2021-02-10","Axis Mid Cap"
"58.93","2021-02-11","Axis Mid Cap"
"58.94","2021-02-12","Axis Mid Cap"
"59.91","2021-02-15","Axis Mid Cap"
"60.04","2021-02-16","Axis Mid Cap"
"59.81","2021-02-17","Axis Mid Cap"
"59.78","2021-02-18","Axis Mid Cap"
"59.31","2021-02-19","Axis Mid Cap"
"58.66","2021-02-22","Axis Mid Cap"
"58.9","2021-02-23","Axis Mid Cap"
"59.33","2021-02-24","Axis Mid Cap"
"59.79","2021-02-25","Axis Mid Cap"
"59.04","2021-02-26","Axis Mid Cap"
"59.7","2021-03-01","Axis Mid Cap"
"60.74","2021-03-02","Axis Mid Cap"
"61.61","2021-03-03","Axis Mid Cap"
"61.65","2021-03-04","Axis Mid Cap"
"60.91","2021-03-05","Axis Mid Cap"
"61.03","2021-03-08","Axis Mid Cap"
"61.27","2021-03-09","Axis Mid Cap"
"61.84","2021-03-10","Axis Mid Cap"
"61.52","2021-03-12","Axis Mid Cap"
"61.23","2021-03-15","Axis Mid Cap"
"61.36","2021-03-16","Axis Mid Cap"
"60.32","2021-03-17","Axis Mid Cap"
"59.47","2021-03-18","Axis Mid Cap"
"59.86","2021-03-19","Axis Mid Cap"
"60.14","2021-03-22","Axis Mid Cap"
"60.17","2021-03-23","Axis Mid Cap"
"59.24","2021-03-24","Axis Mid Cap"
"58.49","2021-03-25","Axis Mid Cap"
"59.35","2021-03-26","Axis Mid Cap"
"60.19","2021-03-30","Axis Mid Cap"
"60.41","2021-03-31","Axis Mid Cap"
"60.82","2021-04-01","Axis Mid Cap"
"59.8","2021-04-05","Axis Mid Cap"
"59.83","2021-04-06","Axis Mid Cap"
"60.87","2021-04-07","Axis Mid Cap"
"61.26","2021-04-08","Axis Mid Cap"
"61.46","2021-04-09","Axis Mid Cap"
"59.15","2021-04-12","Axis Mid Cap"
"59.27","2021-04-13","Axis Mid Cap"
"59.47","2021-04-15","Axis Mid Cap"
"60.24","2021-04-16","Axis Mid Cap"
"59.6","2021-04-19","Axis Mid Cap"
"59.59","2021-04-20","Axis Mid Cap"
"59.61","2021-04-22","Axis Mid Cap"
"59.85","2021-04-23","Axis Mid Cap"
"60.21","2021-04-26","Axis Mid Cap"
"60.81","2021-04-27","Axis Mid Cap"
"61.48","2021-04-28","Axis Mid Cap"
"61.47","2021-04-29","Axis Mid Cap"
"61.05","2021-04-30","Axis Mid Cap"
"61.28","2021-05-03","Axis Mid Cap"
"60.84","2021-05-04","Axis Mid Cap"
"61.42","2021-05-05","Axis Mid Cap"
"62.07","2021-05-06","Axis Mid Cap"
"61.7","2021-05-07","Axis Mid Cap"
"61.62","2021-05-10","Axis Mid Cap"
"62.02","2021-05-11","Axis Mid Cap"
"61.44","2021-05-12","Axis Mid Cap"
"61.09","2021-05-14","Axis Mid Cap"
"62.06","2021-05-17","Axis Mid Cap"
"63.02","2021-05-18","Axis Mid Cap"
"62.79","2021-05-19","Axis Mid Cap"
"62.89","2021-05-20","Axis Mid Cap"
"63.27","2021-05-21","Axis Mid Cap"
"63.43","2021-05-24","Axis Mid Cap"
"63.46","2021-05-25","Axis Mid Cap"
"63.75","2021-05-26","Axis Mid Cap"
"64.04","2021-05-27","Axis Mid Cap"
"63.86","2021-05-28","Axis Mid Cap"
"64.34","2021-05-31","Axis Mid Cap"
"64.19","2021-06-01","Axis Mid Cap"
"64.66","2021-06-02","Axis Mid Cap"
"65.34","2021-06-03","Axis Mid Cap"
"65.4","2021-06-04","Axis Mid Cap"
"65.82","2021-06-07","Axis Mid Cap"
"65.99","2021-06-08","Axis Mid Cap"
"65.58","2021-06-09","Axis Mid Cap"
"66.47","2021-06-10","Axis Mid Cap"
"66.51","2021-06-11","Axis Mid Cap"
"66.65","2021-06-14","Axis Mid Cap"
"67.22","2021-06-15","Axis Mid Cap"
"66.84","2021-06-16","Axis Mid Cap"
"66.76","2021-06-17","Axis Mid Cap"
"66.46","2021-06-18","Axis Mid Cap"
"66.65","2021-06-21","Axis Mid Cap"
"66.65","2021-06-22","Axis Mid Cap"
"66.45","2021-06-23","Axis Mid Cap"
"66.74","2021-06-24","Axis Mid Cap"
"67.04","2021-06-25","Axis Mid Cap"
"67.46","2021-06-28","Axis Mid Cap"
"67.16","2021-06-29","Axis Mid Cap"
"67.53","2021-06-30","Axis Mid Cap"
"67.6","2021-07-01","Axis Mid Cap"
"68.09","2021-07-02","Axis Mid Cap"
"68.26","2021-07-05","Axis Mid Cap"
"68.55","2021-07-06","Axis Mid Cap"
"68.67","2021-07-07","Axis Mid Cap"
"68.56","2021-07-08","Axis Mid Cap"
"68.6","2021-07-09","Axis Mid Cap"
"68.72","2021-07-12","Axis Mid Cap"
"68.92","2021-07-13","Axis Mid Cap"
"69.49","2021-07-14","Axis Mid Cap"
"69.71","2021-07-15","Axis Mid Cap"
"69.7","2021-07-16","Axis Mid Cap"
"69.43","2021-07-19","Axis Mid Cap"
"69.02","2021-07-20","Axis Mid Cap"
"69.76","2021-07-22","Axis Mid Cap"
"69.87","2021-07-23","Axis Mid Cap"
"70.11","2021-07-26","Axis Mid Cap"
"69.77","2021-07-27","Axis Mid Cap"
"69.71","2021-07-28","Axis Mid Cap"
"70.43","2021-07-29","Axis Mid Cap"
"70.75","2021-07-30","Axis Mid Cap"
"71.94","2021-08-02","Axis Mid Cap"
"72.07","2021-08-03","Axis Mid Cap"
"71.54","2021-08-04","Axis Mid Cap"
"71.67","2021-08-05","Axis Mid Cap"
"71.5","2021-08-06","Axis Mid Cap"
"71.27","2021-08-09","Axis Mid Cap"
"71.07","2021-08-10","Axis Mid Cap"
"70.43","2021-08-11","Axis Mid Cap"
"71.02","2021-08-12","Axis Mid Cap"
"71.2","2021-08-13","Axis Mid Cap"
"71.14","2021-08-16","Axis Mid Cap"
"71.94","2021-08-17","Axis Mid Cap"
"72.17","2021-08-18","Axis Mid Cap"
"71.68","2021-08-20","Axis Mid Cap"
"71.46","2021-08-23","Axis Mid Cap"
"72.13","2021-08-24","Axis Mid Cap"
"72.26","2021-08-25","Axis Mid Cap"
"72.46","2021-08-26","Axis Mid Cap"
"73.02","2021-08-27","Axis Mid Cap"
"74.04","2021-08-30","Axis Mid Cap"
"74.94","2021-08-31","Axis Mid Cap"
"75.29","2021-09-01","Axis Mid Cap"
"75.79","2021-09-02","Axis Mid Cap"
"75.95","2021-09-03","Axis Mid Cap"
"76.27","2021-09-06","Axis Mid Cap"
"76.06","2021-09-07","Axis Mid Cap"
"76.2","2021-09-08","Axis Mid Cap"
"76.3","2021-09-09","Axis Mid Cap"
"76.97","2021-09-13","Axis Mid Cap"
"77.14","2021-09-14","Axis Mid Cap"
"77.7","2021-09-15","Axis Mid Cap"
"78.11","2021-09-16","Axis Mid Cap"
"77.65","2021-09-17","Axis Mid Cap"
"76.51","2021-09-20","Axis Mid Cap"
"77.07","2021-09-21","Axis Mid Cap"
"77.41","2021-09-22","Axis Mid Cap"
"78.21","2021-09-23","Axis Mid Cap"
"77.62","2021-09-24","Axis Mid Cap"
"77.09","2021-09-27","Axis Mid Cap"
"76.09","2021-09-28","Axis Mid Cap"
"76.41","2021-09-29","Axis Mid Cap"
"76.57","2021-09-30","Axis Mid Cap"
"76.4","2021-10-01","Axis Mid Cap"
"77.38","2021-10-04","Axis Mid Cap"
"77.77","2021-10-05","Axis Mid Cap"
"77.21","2021-10-06","Axis Mid Cap"
"78.72","2021-10-07","Axis Mid Cap"
"79.03","2021-10-08","Axis Mid Cap"
"79.15","2021-10-11","Axis Mid Cap"
"79.34","2021-10-12","Axis Mid Cap"
"80.58","2021-10-13","Axis Mid Cap"
"81.54","2021-10-14","Axis Mid Cap"
"81.84","2021-10-18","Axis Mid Cap"
"81","2021-10-19","Axis Mid Cap"
"79.47","2021-10-20","Axis Mid Cap"
"78.64","2021-10-21","Axis Mid Cap"
"77.87","2021-10-22","Axis Mid Cap"
"77","2021-10-25","Axis Mid Cap"
"78.11","2021-10-26","Axis Mid Cap"
"78.35","2021-10-27","Axis Mid Cap"
"77.69","2021-10-28","Axis Mid Cap"
"77.86","2021-10-29","Axis Mid Cap"
"78.94","2021-11-01","Axis Mid Cap"
"79.1","2021-11-02","Axis Mid Cap"
"79.03","2021-11-03","Axis Mid Cap"
"80.24","2021-11-08","Axis Mid Cap"
"80.79","2021-11-09","Axis Mid Cap"
"80.92","2021-11-10","Axis Mid Cap"
"80.67","2021-11-11","Axis Mid Cap"
"81.11","2021-11-12","Axis Mid Cap"
"81.5","2021-11-15","Axis Mid Cap"
"81.36","2021-11-16","Axis Mid Cap"
"81.4","2021-11-17","Axis Mid Cap"
"80.31","2021-11-18","Axis Mid Cap"
"78.09","2021-11-22","Axis Mid Cap"
"78.93","2021-11-23","Axis Mid Cap"
"78.51","2021-11-24","Axis Mid Cap"
"78.91","2021-11-25","Axis Mid Cap"
"76.58","2021-11-26","Axis Mid Cap"
"76.33","2021-11-29","Axis Mid Cap"
"76.68","2021-11-30","Axis Mid Cap"
"77.07","2021-12-01","Axis Mid Cap"
"77.95","2021-12-02","Axis Mid Cap"
"77.52","2021-12-03","Axis Mid Cap"
"76.27","2021-12-06","Axis Mid Cap"
"77.28","2021-12-07","Axis Mid Cap"
"78.35","2021-12-08","Axis Mid Cap"
"78.49","2021-12-09","Axis Mid Cap"
"78.77","2021-12-10","Axis Mid Cap"
"78.7","2021-12-13","Axis Mid Cap"
"78.44","2021-12-14","Axis Mid Cap"
"77.98","2021-12-15","Axis Mid Cap"
"77.83","2021-12-16","Axis Mid Cap"
"76.68","2021-12-17","Axis Mid Cap"
"74.11","2021-12-20","Axis Mid Cap"
"74.97","2021-12-21","Axis Mid Cap"
"75.93","2021-12-22","Axis Mid Cap"
"76.41","2021-12-23","Axis Mid Cap"
"76.05","2021-12-24","Axis Mid Cap"
"76.2","2021-12-27","Axis Mid Cap"
"76.96","2021-12-28","Axis Mid Cap"
"77.01","2021-12-29","Axis Mid Cap"
"77.2","2021-12-30","Axis Mid Cap"
"78.22","2021-12-31","Axis Mid Cap"
"79.09","2022-01-03","Axis Mid Cap"
"79.39","2022-01-04","Axis Mid Cap"
"79.41","2022-01-05","Axis Mid Cap"
"79.22","2022-01-06","Axis Mid Cap"
"79.51","2022-01-07","Axis Mid Cap"
"79.48","2022-01-10","Axis Mid Cap"
"79.76","2022-01-11","Axis Mid Cap"
"80.3","2022-01-12","Axis Mid Cap"
"80.49","2022-01-13","Axis Mid Cap"
"80.36","2022-01-14","Axis Mid Cap"
"80.59","2022-01-17","Axis Mid Cap"
"79.3","2022-01-18","Axis Mid Cap"
"78.97","2022-01-19","Axis Mid Cap"
"79.23","2022-01-20","Axis Mid Cap"
"77.89","2022-01-21","Axis Mid Cap"
"75.19","2022-01-24","Axis Mid Cap"
"75.32","2022-01-25","Axis Mid Cap"
"73.73","2022-01-27","Axis Mid Cap"
"74.59","2022-01-28","Axis Mid Cap"
"75.84","2022-01-31","Axis Mid Cap"
"76.68","2022-02-01","Axis Mid Cap"
"77.23","2022-02-02","Axis Mid Cap"
"76.39","2022-02-03","Axis Mid Cap"
"76.39","2022-02-04","Axis Mid Cap"
"75.48","2022-02-07","Axis Mid Cap"
"74.94","2022-02-08","Axis Mid Cap"
"75.88","2022-02-09","Axis Mid Cap"
"75.94","2022-02-10","Axis Mid Cap"
"74.32","2022-02-11","Axis Mid Cap"
"72.16","2022-02-14","Axis Mid Cap"
"73.97","2022-02-15","Axis Mid Cap"
"73.64","2022-02-16","Axis Mid Cap"
"73.48","2022-02-17","Axis Mid Cap"
"73.01","2022-02-18","Axis Mid Cap"
"72.72","2022-02-21","Axis Mid Cap"
"72.64","2022-02-22","Axis Mid Cap"
"72.84","2022-02-23","Axis Mid Cap"
"69.84","2022-02-24","Axis Mid Cap"
"72.28","2022-02-25","Axis Mid Cap"
"72.9","2022-02-28","Axis Mid Cap"
"72.2","2022-03-02","Axis Mid Cap"
"71.81","2022-03-03","Axis Mid Cap"
"70.71","2022-03-04","Axis Mid Cap"
"69.26","2022-03-07","Axis Mid Cap"
"70.07","2022-03-08","Axis Mid Cap"
"71.14","2022-03-09","Axis Mid Cap"
"71.87","2022-03-10","Axis Mid Cap"
"72.39","2022-03-11","Axis Mid Cap"
"72.76","2022-03-14","Axis Mid Cap"
"72.23","2022-03-15","Axis Mid Cap"
"73.36","2022-03-16","Axis Mid Cap"
"74.38","2022-03-17","Axis Mid Cap"
"73.95","2022-03-21","Axis Mid Cap"
"74.05","2022-03-22","Axis Mid Cap"
"74.32","2022-03-23","Axis Mid Cap"
"74.39","2022-03-24","Axis Mid Cap"
"74.17","2022-03-25","Axis Mid Cap"
"74.2","2022-03-28","Axis Mid Cap"
"74.74","2022-03-29","Axis Mid Cap"
"75.53","2022-03-30","Axis Mid Cap"
"75.53","2022-03-31","Axis Mid Cap"
"75.47","2022-04-01","Axis Mid Cap"
"76.21","2022-04-04","Axis Mid Cap"
"76.98","2022-04-05","Axis Mid Cap"
"76.85","2022-04-06","Axis Mid Cap"
"76.23","2022-04-07","Axis Mid Cap"
"76.84","2022-04-08","Axis Mid Cap"
"76.86","2022-04-11","Axis Mid Cap"
"75.92","2022-04-12","Axis Mid Cap"
"75.73","2022-04-13","Axis Mid Cap"
"74.7","2022-04-18","Axis Mid Cap"
"74.16","2022-04-19","Axis Mid Cap"
"74.22","2022-04-20","Axis Mid Cap"
"74.85","2022-04-21","Axis Mid Cap"
"74.63","2022-04-22","Axis Mid Cap"
"73.61","2022-04-25","Axis Mid Cap"
"74.48","2022-04-26","Axis Mid Cap"
"73.77","2022-04-27","Axis Mid Cap"
"74.34","2022-04-28","Axis Mid Cap"
"74","2022-04-29","Axis Mid Cap"
"73.62","2022-05-02","Axis Mid Cap"
"72.18","2022-05-04","Axis Mid Cap"
"72.35","2022-05-05","Axis Mid Cap"
"70.49","2022-05-06","Axis Mid Cap"
"69.52","2022-05-09","Axis Mid Cap"
"68.31","2022-05-10","Axis Mid Cap"
"68.02","2022-05-11","Axis Mid Cap"
"66.92","2022-05-12","Axis Mid Cap"
"67.15","2022-05-13","Axis Mid Cap"
"67.79","2022-05-16","Axis Mid Cap"
"69.36","2022-05-17","Axis Mid Cap"
"69.49","2022-05-18","Axis Mid Cap"
"67.84","2022-05-19","Axis Mid Cap"
"68.75","2022-05-20","Axis Mid Cap"
"68.78","2022-05-23","Axis Mid Cap"
"68.42","2022-05-24","Axis Mid Cap"
"67.17","2022-05-25","Axis Mid Cap"
"67.63","2022-05-26","Axis Mid Cap"
"68.72","2022-05-27","Axis Mid Cap"
"70.3","2022-05-30","Axis Mid Cap"
"70.66","2022-05-31","Axis Mid Cap"
"70.71","2022-06-01","Axis Mid Cap"
"70.68","2022-06-02","Axis Mid Cap"
"69.83","2022-06-03","Axis Mid Cap"
"69.58","2022-06-06","Axis Mid Cap"
"68.93","2022-06-07","Axis Mid Cap"
"68.73","2022-06-08","Axis Mid Cap"
"69.06","2022-06-09","Axis Mid Cap"
"68.36","2022-06-10","Axis Mid Cap"
"66.81","2022-06-13","Axis Mid Cap"
"66.64","2022-06-14","Axis Mid Cap"
"67.08","2022-06-15","Axis Mid Cap"
"65.92","2022-06-16","Axis Mid Cap"
"65.51","2022-06-17","Axis Mid Cap"
"65.19","2022-06-20","Axis Mid Cap"
"66.21","2022-06-21","Axis Mid Cap"
"65.37","2022-06-22","Axis Mid Cap"
"66.26","2022-06-23","Axis Mid Cap"
"66.92","2022-06-24","Axis Mid Cap"
"67.57","2022-06-27","Axis Mid Cap"
"67.61","2022-06-28","Axis Mid Cap"
"67.63","2022-06-29","Axis Mid Cap"
"67.07","2022-06-30","Axis Mid Cap"
"67.46","2022-07-01","Axis Mid Cap"
"68.27","2022-07-04","Axis Mid Cap"
"68.3","2022-07-05","Axis Mid Cap"
"69.46","2022-07-06","Axis Mid Cap"
"70.06","2022-07-07","Axis Mid Cap"
"70.23","2022-07-08","Axis Mid Cap"
"70.61","2022-07-11","Axis Mid Cap"
"70.09","2022-07-12","Axis Mid Cap"
"70.25","2022-07-13","Axis Mid Cap"
"69.92","2022-07-14","Axis Mid Cap"
"70.5","2022-07-15","Axis Mid Cap"
"71.36","2022-07-18","Axis Mid Cap"
"71.51","2022-07-19","Axis Mid Cap"
"71.67","2022-07-20","Axis Mid Cap"
"72.55","2022-07-21","Axis Mid Cap"
"72.7","2022-07-22","Axis Mid Cap"
"72.87","2022-07-25","Axis Mid Cap"
"72.1","2022-07-26","Axis Mid Cap"
"72.77","2022-07-27","Axis Mid Cap"
"73.67","2022-07-28","Axis Mid Cap"
"74.68","2022-07-29","Axis Mid Cap"
"75.55","2022-08-01","Axis Mid Cap"
"75.55","2022-08-02","Axis Mid Cap"
"75.45","2022-08-03","Axis Mid Cap"
"75.78","2022-08-04","Axis Mid Cap"
"75.95","2022-08-05","Axis Mid Cap"
"76.14","2022-08-08","Axis Mid Cap"
"75.94","2022-08-10","Axis Mid Cap"
"76.74","2022-08-11","Axis Mid Cap"
"77.12","2022-08-12","Axis Mid Cap"
"77.85","2022-08-16","Axis Mid Cap"
"78.16","2022-08-17","Axis Mid Cap"
"78.18","2022-08-18","Axis Mid Cap"
"77.31","2022-08-19","Axis Mid Cap"
"76.07","2022-08-22","Axis Mid Cap"
"76.57","2022-08-23","Axis Mid Cap"
"77","2022-08-24","Axis Mid Cap"
"77.06","2022-08-25","Axis Mid Cap"
"77.29","2022-08-26","Axis Mid Cap"
"76.48","2022-08-29","Axis Mid Cap"
"77.85","2022-08-30","Axis Mid Cap"
"77.96","2022-09-01","Axis Mid Cap"
"77.73","2022-09-02","Axis Mid Cap"
"78.05","2022-09-05","Axis Mid Cap"
"78.14","2022-09-06","Axis Mid Cap"
"78.58","2022-09-07","Axis Mid Cap"
"78.95","2022-09-08","Axis Mid Cap"
"79.27","2022-09-09","Axis Mid Cap"
"79.78","2022-09-12","Axis Mid Cap"
"80.04","2022-09-13","Axis Mid Cap"
"79.74","2022-09-14","Axis Mid Cap"
"79.95","2022-09-15","Axis Mid Cap"
"78","2022-09-16","Axis Mid Cap"
"78.01","2022-09-19","Axis Mid Cap"
"79.11","2022-09-20","Axis Mid Cap"
"78.7","2022-09-21","Axis Mid Cap"
"78.94","2022-09-22","Axis Mid Cap"
"77.42","2022-09-23","Axis Mid Cap"
"75.92","2022-09-26","Axis Mid Cap"
"76.03","2022-09-27","Axis Mid Cap"
"75.91","2022-09-28","Axis Mid Cap"
"76.06","2022-09-29","Axis Mid Cap"
"77.04","2022-09-30","Axis Mid Cap"
"76.02","2022-10-03","Axis Mid Cap"
"77.4","2022-10-04","Axis Mid Cap"
"77.95","2022-10-06","Axis Mid Cap"
"77.8","2022-10-07","Axis Mid Cap"
"77.22","2022-10-10","Axis Mid Cap"
"76.35","2022-10-11","Axis Mid Cap"
"76.82","2022-10-12","Axis Mid Cap"
"76.2","2022-10-13","Axis Mid Cap"
"76.25","2022-10-14","Axis Mid Cap"
"76.47","2022-10-17","Axis Mid Cap"
"77.02","2022-10-18","Axis Mid Cap"
"77.12","2022-10-19","Axis Mid Cap"
"76.92","2022-10-20","Axis Mid Cap"
"76.54","2022-10-21","Axis Mid Cap"
"76.71","2022-10-25","Axis Mid Cap"
"76.8","2022-10-27","Axis Mid Cap"
"76.18","2022-10-28","Axis Mid Cap"
"77.31","2022-10-31","Axis Mid Cap"
"78.03","2022-11-01","Axis Mid Cap"
"78.1","2022-11-02","Axis Mid Cap"
"77.9","2022-11-03","Axis Mid Cap"
"77.69","2022-11-04","Axis Mid Cap"
"78.01","2022-11-07","Axis Mid Cap"
"77.82","2022-11-09","Axis Mid Cap"
"77.26","2022-11-10","Axis Mid Cap"
"77.18","2022-11-11","Axis Mid Cap"
"77.05","2022-11-14","Axis Mid Cap"
"77.09","2022-11-15","Axis Mid Cap"
"76.74","2022-11-16","Axis Mid Cap"
"76.38","2022-11-17","Axis Mid Cap"
"76.01","2022-11-18","Axis Mid Cap"
"75.89","2022-11-21","Axis Mid Cap"
"76.01","2022-11-22","Axis Mid Cap"
"76.26","2022-11-23","Axis Mid Cap"
"76.6","2022-11-24","Axis Mid Cap"
"76.87","2022-11-25","Axis Mid Cap"
"77.26","2022-11-28","Axis Mid Cap"
"76.92","2022-11-29","Axis Mid Cap"
"77.38","2022-11-30","Axis Mid Cap"
"77.94","2022-12-01","Axis Mid Cap"
"78.29","2022-12-02","Axis Mid Cap"
"78.19","2022-12-05","Axis Mid Cap"
"77.79","2022-12-06","Axis Mid Cap"
"77.4","2022-12-07","Axis Mid Cap"
"77.65","2022-12-08","Axis Mid Cap"
"77.4","2022-12-09","Axis Mid Cap"
"77.54","2022-12-12","Axis Mid Cap"
"77.88","2022-12-13","Axis Mid Cap"
"78.37","2022-12-14","Axis Mid Cap"
"77.53","2022-12-15","Axis Mid Cap"
"76.6","2022-12-16","Axis Mid Cap"
"77.1","2022-12-19","Axis Mid Cap"
"76.95","2022-12-20","Axis Mid Cap"
"75.86","2022-12-21","Axis Mid Cap"
"75.33","2022-12-22","Axis Mid Cap"
"73.55","2022-12-23","Axis Mid Cap"
"74.73","2022-12-26","Axis Mid Cap"
"75.2","2022-12-27","Axis Mid Cap"
"75.23","2022-12-28","Axis Mid Cap"
"75.14","2022-12-29","Axis Mid Cap"
"75.2","2022-12-30","Axis Mid Cap"
"75.39","2023-01-02","Axis Mid Cap"
"75.56","2023-01-03","Axis Mid Cap"
"74.96","2023-01-04","Axis Mid Cap"
"74.69","2023-01-05","Axis Mid Cap"
"74.28","2023-01-06","Axis Mid Cap"
"74.81","2023-01-09","Axis Mid Cap"
"74.5","2023-01-10","Axis Mid Cap"
"74.22","2023-01-11","Axis Mid Cap"
"74.4","2023-01-12","Axis Mid Cap"
"74.43","2023-01-13","Axis Mid Cap"
"73.86","2023-01-16","Axis Mid Cap"
"73.86","2023-01-17","Axis Mid Cap"
