NAV,Date
545.102,26-Jul-24
547.109,29-Jul-24
548.614,30-Jul-24
549.509,31-Jul-24
549.619,01-Aug-24
546.481,02-Aug-24
537.764,05-Aug-24
535.126,06-Aug-24
541.157,07-Aug-24
539.856,08-Aug-24
542.381,09-Aug-24
542.128,12-Aug-24
538.969,13-Aug-24
538.391,14-Aug-24
542.524,16-Aug-24
544.234,19-Aug-24
545.537,20-Aug-24
546.513,21-Aug-24
546.653,22-Aug-24
547.021,23-Aug-24
548.572,26-Aug-24
549.921,27-Aug-24
549.79,28-Aug-24
549.81,29-Aug-24
551.388,30-Aug-24
551.038,02-Sep-24
551.969,03-Sep-24
551.238,04-Sep-24
550.887,05-Sep-24
546.27,06-Sep-24
545.388,09-Sep-24
547.117,10-Sep-24
544.949,11-Sep-24
549.356,12-Sep-24
549.361,13-Sep-24
549.959,16-Sep-24
549.476,17-Sep-24
548.752,18-Sep-24
546.991,19-Sep-24
550.563,20-Sep-24
553.358,23-Sep-24
553.84,24-Sep-24
554.578,25-Sep-24
555.339,26-Sep-24
556.25,27-Sep-24
553.791,30-Sep-24
553.752,01-Oct-24
548.273,03-Oct-24
546.021,04-Oct-24
540.73,07-Oct-24
545.445,08-Oct-24
546.364,09-Oct-24
546.881,10-Oct-24
546.772,11-Oct-24
549.144,14-Oct-24
550.133,15-Oct-24
549.683,16-Oct-24
546.881,17-Oct-24
548.191,18-Oct-24
546.311,21-Oct-24
540.098,22-Oct-24
540.034,23-Oct-24
540.377,24-Oct-24
536.066,25-Oct-24
537.572,28-Oct-24
541.095,29-Oct-24
540.206,30-Oct-24
540.626,31-Oct-24
538.114,04-Nov-24
540.653,05-Nov-24
544.227,06-Nov-24
542.194,07-Nov-24
539.505,08-Nov-24
539.401,11-Nov-24
535.463,12-Nov-24
530.046,13-Nov-24
530.165,14-Nov-24
528.962,18-Nov-24
530.524,19-Nov-24
527.371,21-Nov-24
532.98,22-Nov-24
538.425,25-Nov-24
538.037,26-Nov-24
540,27-Nov-24
538.275,28-Nov-24
541.356,29-Nov-24
542.469,02-Dec-24
545.358,03-Dec-24
546.851,04-Dec-24
549.097,05-Dec-24
549.573,06-Dec-24
549.669,09-Dec-24
549.813,10-Dec-24
550.294,11-Dec-24
548.32,12-Dec-24
549.901,13-Dec-24
549.797,16-Dec-24
546.246,17-Dec-24
543.908,18-Dec-24
541.405,19-Dec-24
536.284,20-Dec-24
537.734,23-Dec-24
537.935,24-Dec-24
538.225,26-Dec-24
538.303,27-Dec-24
536.365,30-Dec-24
