NAV,Date
26.1864,21-Apr-23
26.2186,24-Apr-23
26.2306,25-Apr-23
26.241,26-Apr-23
26.2521,27-Apr-23
26.2536,28-Apr-23
26.2701,02-May-23
26.2986,03-May-23
26.3075,04-May-23
26.3288,08-May-23
26.3323,09-May-23
26.332,10-May-23
26.3362,11-May-23
26.3519,12-May-23
26.3661,15-May-23
26.3744,16-May-23
26.3811,17-May-23
26.3888,18-May-23
26.3914,19-May-23
26.4284,22-May-23
26.4268,23-May-23
26.4319,24-May-23
26.4346,25-May-23
26.4381,26-May-23
26.4501,29-May-23
26.4573,30-May-23
26.4586,31-May-23
26.474,01-Jun-23
26.4782,02-Jun-23
26.4941,05-Jun-23
26.4997,06-Jun-23
26.5095,07-Jun-23
26.5013,08-Jun-23
26.4957,09-Jun-23
26.5102,12-Jun-23
26.516,13-Jun-23
26.522,14-Jun-23
26.5263,15-Jun-23
26.5295,16-Jun-23
26.5466,19-Jun-23
26.5514,20-Jun-23
26.5507,21-Jun-23
26.546,22-Jun-23
26.5599,23-Jun-23
26.5787,26-Jun-23
26.5814,27-Jun-23
26.5901,28-Jun-23
26.5944,30-Jun-23
26.6056,03-Jul-23
26.6128,04-Jul-23
26.6214,05-Jul-23
26.6285,06-Jul-23
26.6279,07-Jul-23
26.6423,10-Jul-23
26.6596,11-Jul-23
26.6673,12-Jul-23
26.6881,13-Jul-23
26.6962,14-Jul-23
26.7142,17-Jul-23
26.729,18-Jul-23
26.733,19-Jul-23
26.7456,20-Jul-23
26.7485,21-Jul-23
26.7667,24-Jul-23
26.7675,25-Jul-23
26.7817,26-Jul-23
26.7902,27-Jul-23
26.7804,28-Jul-23
26.7933,31-Jul-23
26.8052,01-Aug-23
26.8125,02-Aug-23
26.8089,03-Aug-23
26.8095,04-Aug-23
26.8234,07-Aug-23
26.8301,08-Aug-23
26.8354,09-Aug-23
26.8456,10-Aug-23
26.8397,11-Aug-23
26.8575,14-Aug-23
26.8586,17-Aug-23
26.8745,18-Aug-23
26.8962,21-Aug-23
26.9015,22-Aug-23
26.9174,23-Aug-23
26.9272,24-Aug-23
26.9292,25-Aug-23
26.9572,28-Aug-23
26.9627,29-Aug-23
26.9686,30-Aug-23
26.9751,31-Aug-23
26.9794,01-Sep-23
26.9925,04-Sep-23
26.9927,05-Sep-23
26.9909,06-Sep-23
27.0028,07-Sep-23
27.0036,08-Sep-23
27.0059,11-Sep-23
27.0044,12-Sep-23
27.0506,13-Sep-23
27.0777,14-Sep-23
27.0628,15-Sep-23
27.0785,18-Sep-23
27.094,20-Sep-23
27.0994,21-Sep-23
27.1013,22-Sep-23
27.1099,25-Sep-23
27.1129,26-Sep-23
27.117,27-Sep-23
27.1187,29-Sep-23
27.1324,03-Oct-23
27.1317,04-Oct-23
27.1537,05-Oct-23
27.0983,06-Oct-23
27.0895,09-Oct-23
27.101,10-Oct-23
27.1221,11-Oct-23
27.1375,12-Oct-23
27.1497,13-Oct-23
27.1654,16-Oct-23
27.1702,17-Oct-23
27.171,18-Oct-23
27.1711,19-Oct-23
27.1742,20-Oct-23
27.1856,23-Oct-23
27.2081,25-Oct-23
27.2037,26-Oct-23
27.2134,27-Oct-23
27.2227,30-Oct-23
27.2331,31-Oct-23
27.2327,01-Nov-23
27.2464,02-Nov-23
27.2556,03-Nov-23
27.2735,06-Nov-23
27.2834,07-Nov-23
27.2916,08-Nov-23
27.2969,09-Nov-23
27.2984,10-Nov-23
27.3149,13-Nov-23
27.3383,15-Nov-23
27.3498,16-Nov-23
27.3553,17-Nov-23
27.3604,20-Nov-23
27.3472,21-Nov-23
27.3544,22-Nov-23
27.359,23-Nov-23
27.3476,24-Nov-23
27.3774,28-Nov-23
27.3878,29-Nov-23
27.3878,30-Nov-23
27.3863,01-Dec-23
27.4059,04-Dec-23
27.4103,05-Dec-23
27.4199,06-Dec-23
27.4269,07-Dec-23
27.4298,08-Dec-23
